sentence,labels
MechaFlounder has the ability to use HTTP in communication with C2.,['T1071.001']
MegaCortex can parse the available drives and directories to determine which files to encrypt.,['T1083']
MegaCortex has added entries to the Registry for ransom contact information.,['T1112']
MegaCortex has used .cmd scripts on the victim's system.,['T1059.003']
MegaCortex has used a Base64 key to decode its components.,['T1140']
MegaCortex has used rundll32.exe to load a DLL for file encryption.,['T1218.011']
MegaCortex was used to kill endpoint security processes.,['T1562.001']
Melcoz has the ability to download additional files to a compromised host.,['T1105']
Metador has downloaded tools and malware onto a compromised system.,['T1105']
Metador has quickly deleted cbd.exe from a compromised host following the successful deployment of their malware.,['T1070.004']
Metador has used HTTP for C2.,['T1071.001']
Metador has used TCP for C2.,['T1095']
Metador has used the Windows command line to execute commands.,['T1059.003']
Metamorfo can collect screenshots of the victim’s machine.,['T1113']
Metamorfo can send the data it collects to the C2 server.,['T1041']
Metamorfo collects a list of installed antivirus software from the victim’s system.,['T1518.001']
Metamorfo has a command to launch a keylogger and capture keystrokes on the victim’s machine.,['T1056.001']
Metamorfo has a function to kill processes associated with defenses and can prevent certain processes from launching.,['T1562.001']
Metamorfo has been delivered to victims via emails with malicious HTML attachments.,['T1566.001']
Metamorfo has collected the hostname and operating system version from the compromised host.,['T1082']
Metamorfo has collected the username from the victim's machine.,['T1033']
"Metamorfo has configured persistence to the Registry key HKCU\Software\Microsoft\Windows\CurrentVersion\Run, Spotify =% APPDATA%\Spotify\Spotify.exe and used .LNK files in the startup folder to achieve persistence.",['T1547.001']
Metamorfo has deleted itself from the system after execution.,['T1070.004']
"Metamorfo has disguised an MSI file as the Adobe Acrobat Reader Installer and has masqueraded payloads as OneDrive, WhatsApp, or Spotify, for example.",['T1036.005']
Metamorfo has encrypted C2 commands with AES-256.,['T1573.001']
Metamorfo has performed process name checks and has monitored applications.,['T1057']
Metamorfo has searched the Program Files directories for specific folders and has searched for strings related to its mutexes.,['T1083']
Metamorfo has side-loaded its malicious DLL file.,['T1574.002']
Metamorfo has used HTTP for C2.,['T1071.001']
Metamorfo has used MSI files to download additional files to execute.,['T1105']
Metamorfo has used cmd.exe /c to execute files.,['T1059.003']
Metamorfo has used native WINAPI calls.,['T1106']
Metamorfo has used raw TCP for C2.,['T1095']
"Metamorfo has written process names to the Registry, disabled IE browser features, deleted Registry keys, and changed the ExtendedUIHoverTime key.",['T1112']
Metamorfo requires the user to double-click the executable to run the malicious HTA file or to download a malicious installer.,['T1204.002']
Meteor can attempt to uninstall Kaspersky Antivirus or remove the Kaspersky license; it can also add all files and folders related to the attack to the Windows Defender exclusion list.,['T1562.001']
"Meteor can check if a specific process is running, such as Kaspersky's avp.exe.",['T1057']
"Meteor can run set.bat, update.bat, cache.bat, bcd.bat, msrun.bat, and similar scripts.",['T1059.003']
Meteor can use WinAPI to remove a victim machine from an Active Directory domain.,['T1106']
Meteor can use group policy to push a scheduled task from the AD to all network machines.,['T1484.001']
Meteor can use wmic.exe as part of its effort to delete shadow copies.,['T1047']
Meteor execution begins from a scheduled task named Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeAll and it creates a separate scheduled task called mstask to run the wiper only once at 23:55:00.,['T1053.005']
Meteor has the ability to discover the hostname of a compromised host.,['T1082']
Meteor has the ability to download additional files for execution on the victim's machine.,['T1105']
Meteor has the ability to search for Kaspersky Antivirus on a victim's machine.,['T1518.001']
"Meteor will delete the folder containing malicious scripts if it detects the hostname as PIS-APP, PIS-MOB, WSUSPROXY, or PIS-DB.",['T1070.004']
Micropsia can download and execute an executable from the C2 server.,['T1105']
Micropsia can perform a recursive directory listing for all volume drives available on the victim's machine and can also fetch specific files by their paths.,['T1083']
Micropsia collects the username from the victim’s machine.,['T1033']
Micropsia creates a command-line shell using cmd.exe.,['T1059.003']
Micropsia creates a new hidden directory to store all components' outputs in a dedicated sub-folder for each.,['T1564.001']
Micropsia gathers the hostname and OS version from the victim’s machine.,['T1082']
Micropsia has keylogging capabilities.,['T1056.001']
Micropsia searches for anti-virus software and firewall products installed on the victim’s machine using WMI.,"['T1047', 'T1518.001']"
Micropsia takes screenshots every 90 seconds by calling the Gdi32.BitBlt API.,['T1113']
Micropsia uses HTTP and HTTPS for C2 network communications.,['T1071.001']
Microsoft Sysinternals PsExec is a popular administration tool that can be used to execute binaries on remote systems using a temporary Windows service.,['T1569.002']
Milan can delete files via C:\Windows\system32\cmd.exe /c ping 1.1.1.1 -n 1 -w 3000 > Nul & rmdir /s /q.,['T1070.004']
Milan can enumerate the targeted machine's name and GUID.,['T1082']
Milan can establish persistence on a targeted host with scheduled tasks.,['T1053.005']
Milan can identify users registered to a targeted machine.,['T1033']
Milan can query HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography MachineGuid to retrieve the machine GUID.,['T1012']
Milan can run C:\Windows\system32\cmd.exe /c cmd /c ipconfig /all 2>&1 to discover network settings.,['T1016']
Milan can upload files from a compromised host.,['T1005']
Milan can use HTTPS for communication with C2.,['T1071.001']
Milan can use cmd.exe for discovery actions on a targeted system.,['T1059.003']
Milan can use the API DnsQuery_A for DNS resolution.,['T1106']
Milan has received files from C2 and stored them in log folders beginning with the character sequence a9850d2f.,['T1105']
Milan has saved files prior to upload from a compromised host to folders beginning with the characters a9850d2f.,['T1074.001']
"Mimikatz performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from the LSASS Memory.",['T1003.001']
MiniDuke can download additional encrypted backdoors onto the victim via GIF files.,['T1105']
MiniDuke can enumerate local drives.,['T1083']
MiniDuke can gather the hostname on a compromised machine.,['T1082']
MiniDuke can use control flow flattening to obscure code.,['T1027']
MiniDuke uses HTTP and HTTPS for command and control.,['T1071.001']
MirageFox can collect CPU and architecture information from the victim’s machine.,['T1082']
MirageFox can gather the username from the victim’s machine.,['T1033']
MirageFox has a function for decrypting data containing C2 configuration information.,['T1140']
MirageFox has the capability to execute commands using cmd.exe.,['T1059.003']
"Mis-Type has been injected directly into a running process, including explorer.exe.",['T1055']
Mis-Type has collected files and data from a compromised host.,['T1005']
Mis-Type has downloaded additional malware and files onto a compromised host.,['T1105']
Mis-Type has temporarily stored collected information to the files “%AppData%\{Unique Identifier}\HOSTRURKLSR” and “%AppData%\{Unique Identifier}\NEWERSSEMP”.,['T1074.001']
Mis-Type has transmitted collected files and data to its C2 server.,['T1041']
"Mis-Type has used Windows API calls, including NetUserAdd and NetUserDel.",['T1106']
Mis-Type has used cmd.exe to run commands on a compromised host.,['T1059.003']
Mis-Type may create a file containing the results of the command cmd.exe /c ipconfig /all.,['T1016']
Mis-Type network traffic can communicate over HTTP.,['T1071.001']
Mis-Type network traffic can communicate over a raw socket.,['T1095']
Mis-Type runs tests to determine the privilege level of the compromised user.,['T1033']
"Mis-Type saves itself as a file named msdtc.exe, which is also the name of the legitimate Microsoft Distributed Transaction Coordinator service binary.",['T1036.005']
Misdat has collected files and data from a compromised host.,['T1005']
Misdat has uploaded files and data to its C2 servers.,['T1041']
"Misdat has used Windows APIs, including ExitWindowsEx and GetKeyboardType.",['T1106']
